#      tau     msd_x sd(msd_x)     msd_y sd(msd_y)     msd_z sd(msd_z)     msd   sd(msd)  
       129   118.385   167.418   120.228   170.039   120.467   169.598   359.080   292.965
       130   119.291   168.691   121.165   171.358   121.396   170.911   361.852   295.208
       131   120.198   169.966   122.102   172.678   122.325   172.223   364.626   297.450
       132   121.105   171.241   123.038   173.995   123.254   173.538   367.398   299.693
       133   122.012   172.512   123.972   175.310   124.184   174.857   370.168   301.935
       134   122.920   173.787   124.904   176.622   125.114   176.174   372.938   304.175
       135   123.828   175.061   125.836   177.936   126.043   177.493   375.707   306.419
       136   124.735   176.332   126.767   179.251   126.973   178.816   378.475   308.668
       137   125.642   177.606   127.698   180.564   127.903   180.136   381.242   310.918
       138   126.549   178.875   128.627   181.876   128.833   181.457   384.010   313.169
       139   127.456   180.147   129.558   183.191   129.763   182.778   386.777   315.421
       140   128.361   181.415   130.489   184.505   130.692   184.096   389.542   317.670
       141   129.267   182.681   131.419   185.818   131.622   185.417   392.308   319.920
       142   130.172   183.950   132.349   187.128   132.552   186.740   395.073   322.170
       143   131.078   185.217   133.278   188.440   133.482   188.062   397.838   324.422
       144   131.984   186.482   134.207   189.752   134.413   189.385   400.604   326.672
       145   132.889   187.746   135.137   191.064   135.345   190.708   403.370   328.922
       146   133.793   189.011   136.066   192.376   136.277   192.033   406.135   331.174
       147   134.696   190.274   136.997   193.694   137.210   193.359   408.902   333.425
       148   135.600   191.539   137.926   195.010   138.141   194.682   411.667   335.675
       149   136.504   192.809   138.856   196.332   139.074   196.006   414.434   337.930
       150   137.408   194.076   139.786   197.654   140.006   197.336   417.200   340.186
       151   138.312   195.344   140.716   198.979   140.937   198.666   419.965   342.444
       152   139.216   196.613   141.645   200.306   141.869   199.992   422.730   344.698
       153   140.120   197.884   142.575   201.631   142.801   201.320   425.496   346.957
       154   141.025   199.158   143.504   202.959   143.731   202.647   428.260   349.220
       155   141.929   200.431   144.434   204.287   144.662   203.975   431.024   351.483
       156   142.832   201.707   145.363   205.617   145.592   205.303   433.788   353.750
       157   143.736   202.991   146.293   206.944   146.522   206.630   436.551   356.019
       158   144.641   204.272   147.222   208.271   147.453   207.956   439.315   358.287
       159   145.546   205.557   148.151   209.599   148.382   209.282   442.079   360.555
       160   146.448   206.841   149.079   210.925   149.314   210.606   444.841   362.819
       161   147.352   208.129   150.008   212.249   150.245   211.928   447.605   365.082
       162   148.254   209.413   150.936   213.574   151.176   213.247   450.366   367.343
       163   149.156   210.696   151.864   214.900   152.106   214.568   453.125   369.606
       164   150.058   211.977   152.791   216.227   153.037   215.893   455.885   371.871
       165   150.958   213.256   153.718   217.550   153.967   217.218   458.643   374.131
       166   151.857   214.532   154.644   218.870   154.898   218.543   461.400   376.388
       167   152.758   215.811   155.570   220.188   155.829   219.869   464.158   378.645
       168   153.659   217.090   156.497   221.504   156.760   221.197   466.916   380.903
       169   154.560   218.371   157.424   222.823   157.691   222.527   469.676   383.166
       170   155.462   219.652   158.352   224.143   158.623   223.859   472.437   385.430
       171   156.365   220.934   159.282   225.465   159.554   225.192   475.201   387.702
       172   157.268   222.216   160.211   226.791   160.487   226.528   477.967   389.977
       173   158.171   223.499   161.141   228.115   161.421   227.867   480.732   392.254
       174   159.073   224.780   162.071   229.438   162.355   229.206   483.499   394.532
       175   159.975   226.063   163.000   230.763   163.289   230.544   486.264   396.812
       176   160.876   227.346   163.930   232.087   164.223   231.888   489.029   399.096
       177   161.777   228.630   164.859   233.411   165.156   233.230   491.793   401.379
       178   162.678   229.913   165.790   234.737   166.090   234.571   494.558   403.663
       179   163.579   231.196   166.720   236.062   167.024   235.915   497.323   405.946
       180   164.481   232.478   167.649   237.384   167.959   237.259   500.089   408.228
       181   165.382   233.760   168.577   238.713   168.894   238.606   502.853   410.515
       182   166.283   235.043   169.507   240.041   169.830   239.952   505.620   412.805
       183   167.183   236.324   170.437   241.370   170.765   241.296   508.385   415.089
       184   168.084   237.605   171.366   242.698   171.699   242.642   511.149   417.373
       185   168.984   238.884   172.295   244.025   172.633   243.987   513.912   419.654
       186   169.884   240.162   173.225   245.354   173.566   245.331   516.675   421.935
       187   170.785   241.437   174.155   246.681   174.499   246.670   519.438   424.211
       188   171.685   242.716   175.086   248.010   175.433   248.012   522.204   426.489
       189   172.586   243.994   176.019   249.340   176.368   249.354   524.972   428.766
       190   173.486   245.269   176.950   250.667   177.304   250.700   527.740   431.045
       191   174.386   246.541   177.883   251.996   178.239   252.046   530.508   433.323
       192   175.285   247.817   178.816   253.327   179.175   253.392   533.276   435.605
       193   176.185   249.091   179.747   254.658   180.110   254.737   536.042   437.885
       194   177.083   250.360   180.680   255.990   181.045   256.080   538.808   440.166
       195   177.981   251.631   181.614   257.327   181.980   257.427   541.575   442.453
       196   178.880   252.902   182.546   258.659   182.915   258.775   544.341   444.739
       197   179.779   254.175   183.479   259.994   183.850   260.123   547.108   447.027
       198   180.679   255.449   184.413   261.328   184.784   261.469   549.875   449.312
       199   181.578   256.721   185.344   262.659   185.718   262.815   552.641   451.595
       200   182.477   257.994   186.278   263.994   186.653   264.159   555.408   453.878
       201   183.377   259.264   187.212   265.333   187.587   265.507   558.177   456.162
       202   184.276   260.533   188.147   266.671   188.522   266.856   560.945   458.448
       203   185.177   261.802   189.082   268.013   189.456   268.208   563.714   460.735
       204   186.078   263.070   190.016   269.350   190.389   269.558   566.483   463.016
       205   186.978   264.336   190.950   270.689   191.324   270.910   569.252   465.300
       206   187.879   265.601   191.884   272.029   192.259   272.258   572.021   467.579
       207   188.779   266.870   192.818   273.367   193.193   273.602   574.789   469.859
       208   189.679   268.145   193.751   274.708   194.127   274.945   577.557   472.143
       209   190.577   269.414   194.685   276.049   195.058   276.285   580.321   474.420
       210   191.476   270.682   195.619   277.387   195.991   277.625   583.087   476.693
       211   192.375   271.950   196.553   278.729   196.923   278.964   585.852   478.968
       212   193.274   273.217   197.487   280.070   197.855   280.301   588.616   481.241
       213   194.174   274.491   198.421   281.413   198.785   281.632   591.380   483.518
       214   195.074   275.764   199.352   282.751   199.716   282.960   594.142   485.787
       215   195.974   277.036   200.285   284.088   200.649   284.291   596.908   488.056
       216   196.873   278.305   201.217   285.425   201.582   285.624   599.672   490.323
       217   197.774   279.579   202.149   286.761   202.515   286.957   602.438   492.591
       218   198.675   280.852   203.081   288.096   203.448   288.288   605.204   494.856
       219   199.575   282.129   204.014   289.433   204.380   289.617   607.969   497.120
       220   200.475   283.405   204.948   290.769   205.312   290.944   610.734   499.382
       221   201.374   284.681   205.881   292.104   206.244   292.273   613.499   501.646
       222   202.274   285.957   206.815   293.437   207.176   293.600   616.265   503.911
       223   203.173   287.230   207.748   294.770   208.109   294.932   619.031   506.177
       224   204.072   288.504   208.682   296.101   209.042   296.261   621.795   508.442
       225   204.971   289.780   209.617   297.434   209.974   297.588   624.562   510.709
       226   205.869   291.049   210.553   298.768   210.906   298.920   627.328   512.975
       227   206.768   292.319   211.488   300.099   211.837   300.247   630.093   515.239
       228   207.667   293.586   212.423   301.426   212.769   301.574   632.859   517.500
       229   208.565   294.849   213.358   302.756   213.700   302.904   635.623   519.763
       230   209.463   296.118   214.293   304.082   214.630   304.230   638.385   522.023
       231   210.360   297.389   215.229   305.412   215.559   305.557   641.148   524.288
       232   211.258   298.658   216.163   306.738   216.490   306.883   643.911   526.548
       233   212.154   299.926   217.098   308.063   217.421   308.209   646.673   528.804
       234   213.051   301.192   218.031   309.385   218.352   309.532   649.434   531.057
       235   213.947   302.458   218.967   310.713   219.284   310.855   652.197   533.318
       236   214.843   303.724   219.902   312.038   220.215   312.176   654.960   535.574
       237   215.738   304.990   220.837   313.363   221.145   313.496   657.720   537.829
       238   216.635   306.255   221.772   314.689   222.075   314.817   660.483   540.087
       239   217.532   307.519   222.708   316.015   223.006   316.141   663.245   542.348
       240   218.429   308.788   223.642   317.344   223.936   317.462   666.007   544.607
       241   219.324   310.053   224.578   318.675   224.865   318.781   668.767   546.867
       242   220.220   311.318   225.512   320.008   225.795   320.097   671.527   549.124
       243   221.115   312.579   226.446   321.339   226.724   321.409   674.285   551.375
       244   222.008   313.837   227.380   322.673   227.654   322.723   677.042   553.626
       245   222.902   315.095   228.314   324.011   228.585   324.042   679.801   555.880
       246   223.795   316.356   229.248   325.346   229.517   325.364   682.560   558.138
       247   224.689   317.617   230.183   326.683   230.449   326.686   685.320   560.393
       248   225.583   318.876   231.117   328.018   231.379   328.010   688.079   562.649
       249   226.477   320.138   232.053   329.355   232.309   329.332   690.838   564.910
       250   227.372   321.407   232.988   330.694   233.238   330.657   693.597   567.176
       251   228.267   322.674   233.921   332.033   234.167   331.980   696.355   569.441
       252   229.163   323.939   234.855   333.374   235.095   333.302   699.112   571.705
       253   230.058   325.209   235.789   334.718   236.022   334.624   701.870   573.975
       254   230.954   326.478   236.722   336.057   236.951   335.945   704.627   576.238
       255   231.850   327.745   237.655   337.396   237.878   337.265   707.384   578.502
       256   232.747   329.010   238.588   338.737   238.805   338.585   710.140   580.766
       257   233.643   330.278   239.520   340.077   239.732   339.904   712.895   583.026
       258   234.541   331.548   240.452   341.414   240.657   341.224   715.650   585.288
       259   235.438   332.814   241.385   342.752   241.582   342.542   718.405   587.548
       260   236.336   334.081   242.316   344.088   242.508   343.861   721.160   589.806
       261   237.233   335.348   243.247   345.421   243.433   345.175   723.913   592.059
       262   238.129   336.616   244.180   346.755   244.359   346.489   726.669   594.309
       263   239.027   337.881   245.112   348.092   245.285   347.801   729.423   596.560
       264   239.924   339.145   246.046   349.426   246.211   349.118   732.181   598.812
       265   240.821   340.413   246.981   350.766   247.137   350.432   734.939   601.068
       266   241.719   341.684   247.916   352.104   248.063   351.745   737.698   603.326
       267   242.617   342.959   248.851   353.439   248.988   353.056   740.456   605.587
       268   243.515   344.228   249.787   354.770   249.912   354.365   743.215   607.843
       269   244.414   345.500   250.725   356.103   250.837   355.675   745.975   610.101
       270   245.311   346.769   251.663   357.437   251.761   356.984   748.734   612.359
       271   246.208   348.037   252.600   358.763   252.685   358.291   751.493   614.609
       272   247.105   349.307   253.538   360.095   253.607   359.597   754.251   616.861
       273   248.002   350.576   254.476   361.421   254.530   360.901   757.007   619.108
       274   248.898   351.845   255.414   362.750   255.452   362.204   759.765   621.359
       275   249.795   353.118   256.352   364.078   256.376   363.507   762.522   623.611
       276   250.691   354.390   257.290   365.408   257.300   364.808   765.280   625.864
       277   251.588   355.664   258.228   366.742   258.223   366.108   768.039   628.121
       278   252.485   356.939   259.166   368.076   259.148   367.405   770.799   630.376
